,Charging Current (A),Actual Pilot (A),Voltage (V),Charging State,Energy Delivered (kWh),Power (kW)
2019-12-02T18:33:46+00:00,15.9,20.0,218.0,ADAPTIVE,2.5065655555599995,3.508
2019-12-02T18:33:49+00:00,15.8,20.0,217.9,ADAPTIVE,2.5103725,3.485
2019-12-02T18:33:53+00:00,15.9,20.0,218.0,ADAPTIVE,2.5141941666700003,3.493
2019-12-02T18:33:57+00:00,15.8,20.0,217.4,ADAPTIVE,2.5179955555599998,3.4669999999999996
2019-12-02T18:34:01+00:00,15.9,20.0,218.0,ADAPTIVE,2.52181444444,3.4829999999999997
2019-12-02T18:34:08+00:00,15.9,20.0,217.9,ADAPTIVE,2.52561888889,3.4979999999999998
2019-12-02T18:34:10+00:00,15.8,20.0,218.1,ADAPTIVE,2.52942388889,3.4819999999999998
2019-12-02T18:34:13+00:00,15.9,20.0,218.0,ADAPTIVE,2.53324638889,3.493
2019-12-02T18:34:19+00:00,15.9,20.0,218.1,ADAPTIVE,2.5370536111099997,3.496
2019-12-02T18:34:21+00:00,15.9,20.0,218.4,ADAPTIVE,2.5408780555599995,3.4979999999999998
2019-12-02T18:34:25+00:00,15.9,20.0,217.8,ADAPTIVE,2.54468416667,3.4949999999999997
2019-12-02T18:34:29+00:00,15.9,20.0,218.2,ADAPTIVE,2.54848861111,3.489
2019-12-02T18:34:32+00:00,15.9,20.0,218.2,ADAPTIVE,2.54848861111,3.489
2019-12-02T18:34:33+00:00,15.9,20.0,218.0,ADAPTIVE,2.5523161111099997,3.4979999999999998
2019-12-02T18:34:35+00:00,15.9,20.0,218.0,ADAPTIVE,2.5523161111099997,3.4979999999999998
2019-12-02T18:34:37+00:00,16.0,20.0,218.2,ADAPTIVE,2.55612527778,3.5149999999999997
2019-12-02T18:34:40+00:00,15.8,20.0,218.2,ADAPTIVE,2.55994722222,3.4829999999999997
2019-12-02T18:34:54+00:00,15.9,20.0,218.4,ADAPTIVE,2.5713880555599995,3.504
2019-12-02T18:35:01+00:00,15.9,20.0,218.3,ADAPTIVE,2.57519833333,3.505
2019-12-02T18:35:05+00:00,15.9,20.0,218.4,ADAPTIVE,2.58284916667,3.5
2019-12-02T18:35:11+00:00,15.9,20.0,218.6,ADAPTIVE,2.58666305556,3.514
2019-12-02T18:35:12+00:00,15.9,20.0,218.4,ADAPTIVE,2.59049194444,3.509
2019-12-02T18:35:16+00:00,15.8,20.0,218.1,ADAPTIVE,2.5943033333299996,3.489
2019-12-02T18:35:29+00:00,15.8,20.0,218.0,ADAPTIVE,2.60575694444,3.4829999999999997
2019-12-02T18:35:48+00:00,15.9,20.0,218.1,ADAPTIVE,2.62101166667,3.512
2019-12-02T18:36:14+00:00,15.9,20.0,219.3,ADAPTIVE,2.6439897222199997,3.5189999999999997
2019-12-02T18:36:18+00:00,15.9,20.0,219.4,ADAPTIVE,2.65166388889,3.5189999999999997
2019-12-02T18:36:19+00:00,15.9,20.0,219.1,ADAPTIVE,2.65550833333,3.529
2019-12-02T18:36:28+00:00,15.9,20.0,218.7,ADAPTIVE,2.66317611111,3.4949999999999997
2019-12-02T18:36:48+00:00,15.9,8.0,218.2,ADAPTIVE,2.6784583333299996,3.496
2019-12-02T18:36:51+00:00,10.7,20.0,218.4,ADAPTIVE,2.6809013888899997,2.362
2019-12-02T18:36:52+00:00,15.5,20.0,218.1,ADAPTIVE,2.6841025,3.4259999999999997
2019-12-02T18:37:01+00:00,15.9,20.0,219.0,ADAPTIVE,2.69173888889,3.521
2019-12-02T18:37:03+00:00,15.9,20.0,218.6,ADAPTIVE,2.69557722222,3.513
2019-12-02T18:37:06+00:00,15.9,20.0,217.5,ADAPTIVE,2.6993799999999997,3.4819999999999998
2019-12-02T18:37:10+00:00,15.8,20.0,217.0,ADAPTIVE,2.70318777778,3.4629999999999996
2019-12-02T18:37:15+00:00,15.9,20.0,216.8,ADAPTIVE,2.7069694444400003,3.4709999999999996
2019-12-02T18:37:18+00:00,15.9,20.0,216.9,ADAPTIVE,2.71076861111,3.4829999999999997
2019-12-02T18:37:22+00:00,15.9,20.0,216.6,ADAPTIVE,2.7145530555599997,3.473
2019-12-02T18:37:31+00:00,15.9,20.0,217.3,ADAPTIVE,2.72216527778,3.4819999999999998
2019-12-02T18:37:34+00:00,15.9,20.0,217.4,ADAPTIVE,2.7259658333299996,3.4829999999999997
2019-12-02T18:37:38+00:00,15.9,20.0,217.6,ADAPTIVE,2.7297830555599996,3.5
2019-12-02T18:37:41+00:00,15.9,20.0,217.6,ADAPTIVE,2.7297830555599996,3.5
2019-12-02T18:37:46+00:00,16.0,20.0,218.3,ADAPTIVE,2.7335897222199996,3.522
2019-12-02T18:37:49+00:00,16.0,19.0,218.3,ADAPTIVE,2.737415,3.51
2019-12-02T18:37:52+00:00,15.8,19.0,218.3,ADAPTIVE,2.7412199999999998,3.4869999999999997
2019-12-02T18:38:00+00:00,15.9,19.0,218.2,ADAPTIVE,2.74885722222,3.4979999999999998
2019-12-02T18:38:08+00:00,15.9,20.0,218.6,ADAPTIVE,2.75650138889,3.5069999999999997
2019-12-02T18:38:33+00:00,15.9,20.0,218.1,ADAPTIVE,2.77942388889,3.501
2019-12-02T18:38:39+00:00,15.9,20.0,218.1,ADAPTIVE,2.7870683333299997,3.4909999999999997
2019-12-02T18:38:49+00:00,15.9,20.0,217.5,ADAPTIVE,2.79469277778,3.476
2019-12-02T18:38:52+00:00,15.9,20.0,216.8,ADAPTIVE,2.7984780555599995,3.473
2019-12-02T18:38:53+00:00,15.9,20.0,217.1,ADAPTIVE,2.80228611111,3.4859999999999998
2019-12-02T18:38:57+00:00,15.9,20.0,217.6,ADAPTIVE,2.80609611111,3.484
2019-12-02T18:39:01+00:00,15.9,20.0,216.8,ADAPTIVE,2.80990944444,3.484
2019-12-02T18:39:04+00:00,15.9,20.0,218.1,ADAPTIVE,2.8137149999999997,3.5069999999999997
2019-12-02T18:39:18+00:00,15.9,20.0,218.2,ADAPTIVE,2.82516444444,3.5
2019-12-02T18:39:25+00:00,16.0,19.0,217.7,ADAPTIVE,2.83280388889,3.509
2019-12-02T18:39:30+00:00,15.9,19.0,217.9,ADAPTIVE,2.8366286111099996,3.493
2019-12-02T18:39:32+00:00,15.9,19.0,218.1,ADAPTIVE,2.84043888889,3.502
2019-12-02T18:39:45+00:00,15.9,20.0,217.1,ADAPTIVE,2.8518630555599995,3.492
2019-12-02T18:39:48+00:00,15.9,20.0,217.1,ADAPTIVE,2.8518630555599995,3.492
2019-12-02T18:39:58+00:00,15.9,20.0,216.9,ADAPTIVE,2.86326027778,3.473
2019-12-02T18:40:00+00:00,15.9,20.0,216.9,ADAPTIVE,2.86326027778,3.473
2019-12-02T18:40:13+00:00,8.3,20.0,217.8,ADAPTIVE,2.8722422222199997,1.8139999999999998
2019-12-02T18:40:23+00:00,16.0,20.0,217.6,ADAPTIVE,2.88224194444,3.501
2019-12-02T18:40:24+00:00,15.9,20.0,217.5,ADAPTIVE,2.88606194444,3.488
2019-12-02T18:40:28+00:00,15.9,20.0,217.3,ADAPTIVE,2.88988111111,3.4819999999999998
2019-12-02T18:40:32+00:00,16.0,20.0,217.5,ADAPTIVE,2.893685,3.506
2019-12-02T18:40:35+00:00,15.9,20.0,217.9,ADAPTIVE,2.89751388889,3.4939999999999998
2019-12-02T18:40:40+00:00,15.9,20.0,217.5,ADAPTIVE,2.90132777778,3.496
2019-12-02T18:40:43+00:00,15.9,20.0,217.7,ADAPTIVE,2.9051483333299997,3.481
2019-12-02T18:40:47+00:00,16.0,20.0,217.5,ADAPTIVE,2.90895111111,3.4989999999999997
2019-12-02T18:40:51+00:00,15.9,19.0,217.1,ADAPTIVE,2.9127530555599996,3.4789999999999996
2019-12-02T18:40:55+00:00,15.9,19.0,217.2,ADAPTIVE,2.91657138889,3.496
2019-12-02T18:40:59+00:00,15.9,20.0,216.8,ADAPTIVE,2.92037027778,3.4819999999999998
2019-12-02T18:41:03+00:00,15.9,20.0,216.8,ADAPTIVE,2.92418166667,3.4899999999999998
2019-12-02T18:41:07+00:00,15.9,20.0,217.0,ADAPTIVE,2.9279766666700002,3.4899999999999998
2019-12-02T18:41:11+00:00,16.0,20.0,216.8,ADAPTIVE,2.9317847222199998,3.492
2019-12-02T18:41:15+00:00,15.9,20.0,216.5,ADAPTIVE,2.93557277778,3.476
2019-12-02T18:41:19+00:00,15.9,20.0,216.6,ADAPTIVE,2.93937777778,3.4829999999999997
2019-12-02T18:41:23+00:00,16.0,20.0,216.7,ADAPTIVE,2.9431666666700003,3.4949999999999997
2019-12-02T18:41:26+00:00,15.9,20.0,216.8,ADAPTIVE,2.9469755555599995,3.484
2019-12-02T18:41:32+00:00,16.0,20.0,216.6,ADAPTIVE,2.9507683333299997,3.4909999999999997
2019-12-02T18:41:34+00:00,15.9,20.0,216.7,ADAPTIVE,2.95457583333,3.477
2019-12-02T18:41:38+00:00,15.9,20.0,216.6,ADAPTIVE,2.95836888889,3.476
2019-12-02T18:41:42+00:00,16.0,20.0,216.7,ADAPTIVE,2.9621774999999997,3.4899999999999998
2019-12-02T18:41:46+00:00,15.9,20.0,217.2,ADAPTIVE,2.9659730555599997,3.4819999999999998
2019-12-02T18:41:50+00:00,15.9,20.0,217.1,ADAPTIVE,2.96978166667,3.4859999999999998
2019-12-02T18:41:54+00:00,15.9,20.0,216.9,ADAPTIVE,2.97357527778,3.4779999999999998
2019-12-02T18:41:58+00:00,16.0,20.0,217.2,ADAPTIVE,2.97738416667,3.4989999999999997
2019-12-02T18:42:02+00:00,15.9,19.0,216.6,ADAPTIVE,2.98119194444,3.477
2019-12-02T18:42:06+00:00,15.9,19.0,216.6,ADAPTIVE,2.98498083333,3.4819999999999998
2019-12-02T18:42:10+00:00,15.9,19.0,217.7,ADAPTIVE,2.98877638889,3.4979999999999998
2019-12-02T18:42:14+00:00,15.9,19.0,216.7,ADAPTIVE,2.9925883333299996,3.472
2019-12-02T18:42:18+00:00,15.9,20.0,216.1,ADAPTIVE,2.9963733333299998,3.4659999999999997
2019-12-02T18:42:23+00:00,15.9,20.0,216.3,ADAPTIVE,3.00016611111,3.4699999999999998
2019-12-02T18:42:26+00:00,15.9,20.0,215.9,ADAPTIVE,3.00394166667,3.4539999999999997
2019-12-02T18:42:30+00:00,15.9,20.0,215.7,ADAPTIVE,3.0077358333299995,3.464
2019-12-02T18:42:33+00:00,16.0,20.0,215.9,ADAPTIVE,3.0115133333299995,3.477
2019-12-02T18:42:37+00:00,15.9,20.0,215.9,ADAPTIVE,3.0153069444400002,3.4589999999999996
2019-12-02T18:42:41+00:00,16.0,20.0,216.1,ADAPTIVE,3.01908638889,3.48
2019-12-02T18:42:45+00:00,15.9,20.0,216.0,ADAPTIVE,3.02288222222,3.468
2019-12-02T18:42:49+00:00,16.0,20.0,215.9,ADAPTIVE,3.02666416667,3.489
2019-12-02T18:42:53+00:00,15.9,20.0,216.0,ADAPTIVE,3.0304588888899997,3.472
2019-12-02T18:42:57+00:00,15.8,20.0,216.3,ADAPTIVE,3.0342380555599995,3.457
2019-12-02T18:43:01+00:00,15.9,20.0,216.3,ADAPTIVE,3.0380355555599996,3.4779999999999998
2019-12-02T18:43:05+00:00,15.9,20.0,216.1,ADAPTIVE,3.0418149999999997,3.4669999999999996
2019-12-02T18:43:09+00:00,15.9,20.0,216.2,ADAPTIVE,3.04561222222,3.477
2019-12-02T18:43:13+00:00,15.9,20.0,216.1,ADAPTIVE,3.04939277778,3.465
2019-12-02T18:43:17+00:00,15.9,20.0,216.2,ADAPTIVE,3.05319194444,3.4579999999999997
2019-12-02T18:43:20+00:00,15.9,20.0,216.1,ADAPTIVE,3.0569730555599994,3.46
2019-12-02T18:43:25+00:00,15.9,20.0,216.1,ADAPTIVE,3.06076944444,3.461
2019-12-02T18:43:28+00:00,16.0,20.0,216.3,ADAPTIVE,3.06455083333,3.493
2019-12-02T18:43:32+00:00,16.0,20.0,216.5,ADAPTIVE,3.06835083333,3.481
2019-12-02T18:43:38+00:00,15.9,20.0,216.4,ADAPTIVE,3.0721333333299996,3.468
2019-12-02T18:43:40+00:00,16.0,20.0,216.3,ADAPTIVE,3.0759308333299997,3.484
2019-12-02T18:43:44+00:00,15.9,20.0,216.1,ADAPTIVE,3.0797138888899998,3.473
2019-12-02T18:43:48+00:00,15.9,20.0,216.5,ADAPTIVE,3.0835005555599997,3.465
2019-12-02T18:43:55+00:00,16.0,20.0,216.2,ADAPTIVE,3.0873061111099998,3.4859999999999998
2019-12-02T18:43:56+00:00,15.9,20.0,216.3,ADAPTIVE,3.09109416667,3.473
2019-12-02T18:44:01+00:00,16.0,20.0,216.3,ADAPTIVE,3.09490194444,3.4909999999999997
2019-12-02T18:44:04+00:00,16.0,20.0,216.1,ADAPTIVE,3.0986930555599996,3.481
2019-12-02T18:44:08+00:00,16.0,20.0,216.4,ADAPTIVE,3.1024897222199996,3.4859999999999998
2019-12-02T18:44:12+00:00,16.0,20.0,216.3,ADAPTIVE,3.1062769444400002,3.489
2019-12-02T18:44:16+00:00,15.9,20.0,216.2,ADAPTIVE,3.11008166667,3.472
2019-12-02T18:44:20+00:00,16.0,20.0,215.3,ADAPTIVE,3.11386166667,3.468
2019-12-02T18:44:24+00:00,15.9,20.0,215.6,ADAPTIVE,3.1176458333299997,3.4629999999999996
2019-12-02T18:44:28+00:00,15.9,20.0,215.7,ADAPTIVE,3.12141694444,3.469
2019-12-02T18:44:32+00:00,16.0,20.0,215.3,ADAPTIVE,3.12519138889,3.464
2019-12-02T18:44:35+00:00,15.9,20.0,215.8,ADAPTIVE,3.1289675,3.4629999999999996
2019-12-02T18:44:39+00:00,15.9,20.0,216.6,ADAPTIVE,3.1327661111099996,3.464
2019-12-02T18:44:43+00:00,16.0,20.0,216.3,ADAPTIVE,3.13655527778,3.4859999999999998
2019-12-02T18:44:47+00:00,15.9,20.0,216.1,ADAPTIVE,3.14035972222,3.473
2019-12-02T18:44:51+00:00,9.6,20.0,217.0,ADAPTIVE,3.14398361111,2.106
2019-12-02T18:44:55+00:00,13.4,20.0,216.5,ADAPTIVE,3.1465680555599995,2.924
2019-12-02T18:44:59+00:00,16.0,20.0,216.4,ADAPTIVE,3.1502030555599996,3.4859999999999998
2019-12-02T18:45:03+00:00,16.0,20.0,216.5,ADAPTIVE,3.1539991666700002,3.4979999999999998
2019-12-02T18:45:07+00:00,16.0,20.0,216.6,ADAPTIVE,3.15781111111,3.4829999999999997
2019-12-02T18:45:11+00:00,15.9,20.0,216.4,ADAPTIVE,3.1616038888899998,3.4699999999999998
2019-12-02T18:45:15+00:00,15.9,20.0,216.3,ADAPTIVE,3.16539277778,3.4659999999999997
2019-12-02T18:45:19+00:00,16.0,20.0,216.3,ADAPTIVE,3.1691955555599995,3.496
2019-12-02T18:45:23+00:00,15.9,20.0,216.4,ADAPTIVE,3.1729830555599996,3.477
2019-12-02T18:45:27+00:00,15.9,20.0,216.7,ADAPTIVE,3.1767897222199997,3.48
2019-12-02T18:45:31+00:00,15.9,20.0,216.5,ADAPTIVE,3.1805838888899998,3.481
2019-12-02T18:45:35+00:00,15.9,20.0,216.3,ADAPTIVE,3.18439416667,3.4779999999999998
2019-12-02T18:45:39+00:00,15.9,20.0,216.6,ADAPTIVE,3.18818888889,3.472
2019-12-02T18:45:42+00:00,15.9,20.0,216.8,ADAPTIVE,3.1920005555599995,3.48
2019-12-02T18:45:46+00:00,16.0,20.0,216.6,ADAPTIVE,3.19579722222,3.5
2019-12-02T18:45:50+00:00,16.0,20.0,216.7,ADAPTIVE,3.1996136111099998,3.492
2019-12-02T18:45:54+00:00,15.9,20.0,216.7,ADAPTIVE,3.20341416667,3.476
2019-12-02T18:45:58+00:00,15.9,20.0,216.9,ADAPTIVE,3.20723138889,3.4829999999999997
2019-12-02T18:46:02+00:00,16.0,20.0,216.8,ADAPTIVE,3.2110333333299996,3.5
2019-12-02T18:46:06+00:00,15.9,20.0,216.7,ADAPTIVE,3.2148333333299997,3.4859999999999998
2019-12-02T18:46:12+00:00,16.0,20.0,216.6,ADAPTIVE,3.21865222222,3.502
2019-12-02T18:46:14+00:00,16.0,20.0,216.8,ADAPTIVE,3.22245333333,3.4939999999999998
2019-12-02T18:46:18+00:00,15.9,20.0,216.7,ADAPTIVE,3.22626944444,3.48
2019-12-02T18:46:20+00:00,15.9,20.0,216.7,ADAPTIVE,3.22626944444,3.48
2019-12-02T18:46:22+00:00,16.0,20.0,217.0,ADAPTIVE,3.23006944444,3.5069999999999997
2019-12-02T18:46:28+00:00,15.9,20.0,216.8,ADAPTIVE,3.2338694444400002,3.488
2019-12-02T18:46:31+00:00,16.0,20.0,216.8,ADAPTIVE,3.23768722222,3.4939999999999998
2019-12-02T18:46:35+00:00,15.9,20.0,216.9,ADAPTIVE,3.2414883333299995,3.489
2019-12-02T18:46:38+00:00,15.9,20.0,216.8,ADAPTIVE,3.2453055555599994,3.481
2019-12-02T18:46:42+00:00,15.9,20.0,216.7,ADAPTIVE,3.24910638889,3.4779999999999998
2019-12-02T18:46:46+00:00,16.0,20.0,215.9,ADAPTIVE,3.2528983333299997,3.48
2019-12-02T18:46:50+00:00,15.9,20.0,215.9,ADAPTIVE,3.25669805556,3.4749999999999996
2019-12-02T18:46:53+00:00,16.0,20.0,215.3,ADAPTIVE,3.2604780555599997,3.4739999999999998
2019-12-02T18:46:57+00:00,15.9,20.0,215.4,ADAPTIVE,3.2642730555599995,3.4629999999999996
2019-12-02T18:47:01+00:00,16.0,20.0,215.7,ADAPTIVE,3.2680519444400002,3.4699999999999998
2019-12-02T18:47:05+00:00,15.9,20.0,216.6,ADAPTIVE,3.27185138889,3.473
2019-12-02T18:47:09+00:00,16.0,20.0,216.2,ADAPTIVE,3.27564638889,3.4869999999999997
2019-12-02T18:47:13+00:00,15.9,20.0,216.6,ADAPTIVE,3.27943972222,3.48
2019-12-02T18:47:17+00:00,16.0,20.0,216.4,ADAPTIVE,3.28325194444,3.4899999999999998
2019-12-02T18:47:22+00:00,15.9,20.0,216.7,ADAPTIVE,3.2870455555599998,3.4739999999999998
2019-12-02T18:47:25+00:00,16.0,20.0,216.8,ADAPTIVE,3.29084166667,3.488
2019-12-02T18:47:29+00:00,16.0,20.0,216.5,ADAPTIVE,3.2946530555599995,3.481
2019-12-02T18:47:34+00:00,16.0,20.0,216.6,ADAPTIVE,3.2984497222199995,3.484
2019-12-02T18:47:37+00:00,15.9,20.0,216.6,ADAPTIVE,3.30226194444,3.4819999999999998
2019-12-02T18:47:41+00:00,15.9,20.0,217.2,ADAPTIVE,3.30606916667,3.481
2019-12-02T18:47:45+00:00,16.0,20.0,216.6,ADAPTIVE,3.30988444444,3.488
2019-12-02T18:47:49+00:00,16.0,20.0,216.6,ADAPTIVE,3.31368027778,3.492
2019-12-02T18:47:52+00:00,15.9,20.0,216.5,ADAPTIVE,3.31749194444,3.476
2019-12-02T18:47:57+00:00,16.0,20.0,216.6,ADAPTIVE,3.3212872222199996,3.501
2019-12-02T18:48:02+00:00,16.0,20.0,216.6,ADAPTIVE,3.3250836111099997,3.4939999999999998
2019-12-02T18:48:04+00:00,16.0,20.0,216.6,ADAPTIVE,3.32889638889,3.4979999999999998
2019-12-02T18:48:08+00:00,15.9,20.0,216.6,ADAPTIVE,3.3326933333299995,3.485
2019-12-02T18:48:12+00:00,15.9,20.0,216.5,ADAPTIVE,3.33650722222,3.481
2019-12-02T18:48:16+00:00,15.9,20.0,216.7,ADAPTIVE,3.34030444444,3.484
2019-12-02T18:48:21+00:00,15.9,20.0,216.6,ADAPTIVE,3.3441008333299997,3.472
2019-12-02T18:48:24+00:00,16.0,20.0,216.7,ADAPTIVE,3.3479133333299997,3.4829999999999997
2019-12-02T18:48:28+00:00,15.9,20.0,216.5,ADAPTIVE,3.35170972222,3.4819999999999998
2019-12-02T18:48:32+00:00,15.9,20.0,216.5,ADAPTIVE,3.35550638889,3.485
2019-12-02T18:48:36+00:00,15.9,20.0,216.8,ADAPTIVE,3.35932,3.477
2019-12-02T18:48:40+00:00,16.0,20.0,217.0,ADAPTIVE,3.3631208333299996,3.5
2019-12-02T18:48:44+00:00,16.0,20.0,216.7,ADAPTIVE,3.36693416667,3.4939999999999998
2019-12-02T18:48:48+00:00,16.0,20.0,216.6,ADAPTIVE,3.37073027778,3.493
2019-12-02T18:48:52+00:00,16.0,20.0,216.5,ADAPTIVE,3.37452666667,3.4899999999999998
2019-12-02T18:48:56+00:00,15.9,20.0,216.7,ADAPTIVE,3.37833777778,3.476
2019-12-02T18:49:00+00:00,16.0,20.0,216.5,ADAPTIVE,3.3821325,3.4899999999999998
2019-12-02T18:49:03+00:00,16.0,20.0,216.6,ADAPTIVE,3.3859447222199996,3.485
2019-12-02T18:49:08+00:00,15.9,20.0,216.6,ADAPTIVE,3.38974083333,3.476
2019-12-02T18:49:11+00:00,15.9,20.0,216.8,ADAPTIVE,3.39353666667,3.484
2019-12-02T18:49:15+00:00,15.9,20.0,216.1,ADAPTIVE,3.3973472222199996,3.4789999999999996
2019-12-02T18:49:20+00:00,15.8,20.0,215.2,ADAPTIVE,3.40110944444,3.428
2019-12-02T18:49:23+00:00,15.7,20.0,215.2,ADAPTIVE,3.4048636111099997,3.411
2019-12-02T18:49:27+00:00,15.8,20.0,215.4,ADAPTIVE,3.40860027778,3.421
2019-12-02T18:49:31+00:00,15.8,20.0,214.8,ADAPTIVE,3.4123375,3.417
2019-12-02T18:49:35+00:00,15.8,20.0,215.1,ADAPTIVE,3.4160905555599994,3.435
2019-12-02T18:49:40+00:00,15.9,20.0,213.8,ADAPTIVE,3.41980638889,3.432
2019-12-02T18:49:43+00:00,15.8,20.0,214.1,ADAPTIVE,3.42353888889,3.4059999999999997
2019-12-02T18:49:47+00:00,15.8,20.0,213.9,ADAPTIVE,3.42725472222,3.407
2019-12-02T18:49:51+00:00,15.8,20.0,214.0,ADAPTIVE,3.43097416667,3.423
2019-12-02T18:49:55+00:00,15.8,20.0,214.2,ADAPTIVE,3.43470916667,3.4059999999999997
2019-12-02T18:49:59+00:00,15.8,20.0,215.0,ADAPTIVE,3.43843777778,3.437
2019-12-02T18:50:02+00:00,15.9,20.0,214.8,ADAPTIVE,3.4421855555599996,3.444
2019-12-02T18:50:06+00:00,15.8,20.0,215.1,ADAPTIVE,3.44592138889,3.428
2019-12-02T18:50:10+00:00,15.8,20.0,215.1,ADAPTIVE,3.44966972222,3.435
2019-12-02T18:50:14+00:00,15.8,20.0,214.9,ADAPTIVE,3.4534005555599996,3.432
2019-12-02T18:50:19+00:00,15.8,20.0,214.9,ADAPTIVE,3.45713277778,3.416
2019-12-02T18:50:22+00:00,15.8,20.0,215.3,ADAPTIVE,3.4608855555599995,3.436
2019-12-02T18:50:27+00:00,15.8,20.0,214.8,ADAPTIVE,3.4646222222199996,3.4339999999999997
2019-12-02T18:50:30+00:00,15.9,20.0,214.9,ADAPTIVE,3.4683736111099996,3.439
2019-12-02T18:50:34+00:00,15.9,20.0,215.0,ADAPTIVE,3.4721083333299996,3.44
2019-12-02T18:50:40+00:00,15.8,20.0,215.1,ADAPTIVE,3.4758597222199996,3.42
2019-12-02T18:50:44+00:00,15.8,20.0,215.4,ADAPTIVE,3.4796008333299997,3.4379999999999997
2019-12-02T18:50:46+00:00,15.8,20.0,215.3,ADAPTIVE,3.483355,3.428
2019-12-02T18:50:51+00:00,15.8,20.0,215.3,ADAPTIVE,3.4870913888899997,3.44
2019-12-02T18:50:54+00:00,15.9,20.0,215.3,ADAPTIVE,3.4908258333299997,3.444
2019-12-02T18:50:58+00:00,15.8,20.0,214.8,ADAPTIVE,3.49457916667,3.429
2019-12-02T18:51:01+00:00,15.8,20.0,215.3,ADAPTIVE,3.4983147222199995,3.427
2019-12-02T18:51:06+00:00,15.9,20.0,215.1,ADAPTIVE,3.50206888889,3.443
2019-12-02T18:51:09+00:00,15.8,20.0,215.1,ADAPTIVE,3.5058058333299997,3.428
2019-12-02T18:51:13+00:00,15.9,20.0,215.3,ADAPTIVE,3.5095608333299997,3.452
2019-12-02T18:51:18+00:00,15.9,20.0,215.0,ADAPTIVE,3.5133041666700002,3.452
2019-12-02T18:51:21+00:00,15.8,20.0,215.3,ADAPTIVE,3.51705027778,3.4339999999999997
2019-12-02T18:51:25+00:00,15.8,20.0,215.0,ADAPTIVE,3.5207972222199997,3.424
2019-12-02T18:51:31+00:00,15.8,20.0,215.2,ADAPTIVE,3.52453583333,3.4219999999999997
2019-12-02T18:51:33+00:00,15.9,20.0,215.4,ADAPTIVE,3.5282919444400003,3.4419999999999997
2019-12-02T18:51:37+00:00,15.8,20.0,214.4,ADAPTIVE,3.5320175,3.413
2019-12-02T18:51:42+00:00,15.8,20.0,215.6,ADAPTIVE,3.53575666667,3.444
2019-12-02T18:51:45+00:00,15.7,20.0,216.7,ADAPTIVE,3.53953694444,3.4379999999999997
2019-12-02T18:51:49+00:00,15.8,20.0,216.5,ADAPTIVE,3.5433030555599996,3.464
2019-12-02T18:51:53+00:00,15.8,20.0,216.6,ADAPTIVE,3.54708527778,3.449
2019-12-02T18:51:57+00:00,15.8,20.0,217.5,ADAPTIVE,3.55085972222,3.4549999999999996
2019-12-02T18:52:01+00:00,15.8,20.0,217.9,ADAPTIVE,3.55465861111,3.4669999999999996
2019-12-02T18:52:05+00:00,15.8,20.0,217.1,ADAPTIVE,3.5584358333299995,3.468
2019-12-02T18:52:09+00:00,15.8,20.0,216.9,ADAPTIVE,3.5622097222199995,3.4619999999999997
2019-12-02T18:52:12+00:00,15.8,20.0,217.3,ADAPTIVE,3.56600166667,3.477
2019-12-02T18:52:16+00:00,15.8,20.0,217.3,ADAPTIVE,3.56977916667,3.468
2019-12-02T18:52:20+00:00,15.8,20.0,216.8,ADAPTIVE,3.5735736111099996,3.472
2019-12-02T18:52:24+00:00,15.8,20.0,217.2,ADAPTIVE,3.5773474999999997,3.4619999999999997
2019-12-02T18:52:28+00:00,15.9,20.0,217.0,ADAPTIVE,3.58113694444,3.4829999999999997
2019-12-02T18:52:32+00:00,15.8,20.0,217.1,ADAPTIVE,3.58491416667,3.464
2019-12-02T18:52:36+00:00,15.8,20.0,217.0,ADAPTIVE,3.58870666667,3.465
2019-12-02T18:52:40+00:00,15.9,20.0,217.5,ADAPTIVE,3.5924799999999997,3.477
2019-12-02T18:52:45+00:00,15.9,20.0,216.2,ADAPTIVE,3.5962630555599997,3.457
2019-12-02T18:52:48+00:00,15.8,20.0,216.2,ADAPTIVE,3.6000175,3.439
2019-12-02T18:52:52+00:00,8.1,8.0,217.1,ADAPTIVE,3.60271194444,1.769
2019-12-02T18:52:56+00:00,11.6,20.0,216.4,ADAPTIVE,3.60492444444,2.5309999999999997
2019-12-02T18:53:00+00:00,15.6,20.0,216.2,ADAPTIVE,3.608275,3.407
2019-12-02T18:53:04+00:00,15.9,20.0,216.8,ADAPTIVE,3.61202666667,3.4669999999999996
2019-12-02T18:53:11+00:00,15.8,20.0,217.0,ADAPTIVE,3.61579916667,3.4539999999999997
2019-12-02T18:53:12+00:00,15.8,20.0,216.9,ADAPTIVE,3.6195886111099997,3.4669999999999996
2019-12-02T18:53:16+00:00,15.8,20.0,216.8,ADAPTIVE,3.62336111111,3.4619999999999997
2019-12-02T18:53:18+00:00,15.8,20.0,216.8,ADAPTIVE,3.62336111111,3.4619999999999997
2019-12-02T18:53:20+00:00,15.8,20.0,217.2,ADAPTIVE,3.62714888889,3.465
2019-12-02T18:53:24+00:00,15.9,20.0,217.1,ADAPTIVE,3.63092166667,3.4669999999999996
2019-12-02T18:53:27+00:00,15.8,20.0,217.2,ADAPTIVE,3.63470944444,3.4579999999999997
2019-12-02T18:53:31+00:00,15.8,20.0,216.9,ADAPTIVE,3.63848194444,3.465
